Language	WID_PP	WID_NP
Persian	1.20042643923241	1.28950804134269
Persian	1.1	0.902251531497776
Persian	1.08379888268156	1.27578189368255
Persian	1.118	1.06384909755628
Persian	1.146771037182	1.15882426335233
Persian	1.04466019417476	0.965915007401001
Persian	1.10778443113772	1.01062335003217
Persian	1.146771037182	1.12692397158898
Persian	1.08379888268156	1.0480361499395
Persian	1.00740740740741	1.00768406447808
Persian	1.07627118644068	1.17306204533995
Persian	1.07142857142857	1.02444175399887
Persian	1.146771037182	1.02786111703123
Persian	1.19926873857404	0.862921433877257
Persian	1.18371607515658	1.12104828717766
Persian	1.07436399217221	1.13596319828064
Persian	1.07789473684211	1.24488772761608
Persian	1.09821428571429	0.993372197608018
Persian	1.07627118644068	1.11717835364125
Quechua (Imbabura)	1.32207207207207	1.40746207283915
Quechua (Imbabura)	1.2367816091954	1.47966063737062
Quechua (Imbabura)	1.23368421052632	1.06959853201999
Quechua (Imbabura)	1.2896725440806	1.57440020453024
Quechua (Imbabura)	1.34570765661253	1.25582901149019
Quechua (Imbabura)	1.29411764705882	1.27382943189951
Quechua (Imbabura)	1.14623655913978	1.08621986142432
Quechua (Imbabura)	1.26262626262626	1.22009603631997
Quechua (Imbabura)	1.26303317535545	1.34172236175332
Quechua (Imbabura)	1.32464454976303	1.2211289831415
Quechua (Imbabura)	1.35874439461883	1.20551848436303
Quechua (Imbabura)	1.34570765661253	1.32603118487558
Quechua (Imbabura)	1.26262626262626	1.21890733424999
Quechua (Imbabura)	1.236276849642	1.33669590891818
Quechua (Imbabura)	1.236276849642	1.22126031698188
Quechua (Imbabura)	1.30099502487562	1.43080646858883
Quechua (Imbabura)	1.26069246435845	0.892263213979359
Quechua (Imbabura)	1.236276849642	1.49133392485403
Quechua (Imbabura)	1.16228070175439	1.04284106905354
Quechua (Imbabura)	1.46835443037975	1.33698208186142
Russian	1.27317073170732	1.45242350732539
Russian	1.2202380952381	1.26106018659537
Russian	1.32783018867925	1.15292686319254
Russian	1.34048257372654	1.65005360741749
Russian	1.30099502487562	1.43080646858883
Russian	1.30573248407643	1.41349714920339
Russian	1.34151329243354	0.97714095177023
Russian	1.23448275862069	0.971573743118758
Russian	1.30099502487562	1.56870425531267
Russian	1.35677083333333	1.42512487349569
Russian	1.23931623931624	1.15686099772779
Russian	1.27792207792208	1.59359060786377
Russian	1.21281464530892	1.06835927224941
Russian	1.27792207792208	1.50922341843822
Russian	1.23946784922395	1.03213624547639
Russian	1.31422505307856	0.96286439850185
Russian	1.44018058690745	1.17972632124157
Russian	1.30099502487562	1.59633183005254
Russian	1.34722222222222	1.26680617539195
Russian	1.30607476635514	1.24977265986497
Sango	0.74802110817942	0.833309495286301
Sango	0.720770288858322	0.915625549502733
Sango	0.776276276276276	0.727796655693283
Sango	0.726530612244898	0.925489725055928
Sango	0.70138017565872	0.639263080378018
Sango	0.733157199471598	0.854517922124142
Sango	0.80251572327044	0.629379423797326
Sango	0.715249662618084	0.630672477163747
Sango	0.758725341426404	0.868275453215322
Sango	0.692567567567568	0.579414005757837
Sango	0.724274406332454	0.792951751796103
Sango	0.726810673443456	0.707005804047211
Sango	0.827238335435057	0.602549716791478
Sango	0.726752503576538	0.750174988354037
Sango	0.726810673443456	0.611751974547442
Sango	0.70138017565872	0.639263080378018
Sango	0.724750277469478	0.585043935362914
Sango	0.714981729598051	0.72194329763041
Sango	0.713133640552995	0.492190965084614
Sango	0.706172839506173	0.619997790885097
Sanumá	0.498723404255319	0.525815245882346
Sanumá	0.458949096880131	0.500586356841431
Sanumá	0.464684014869888	0.469169268410786
Sanumá	0.43359375	0.528625453489935
Sanumá	0.431111111111111	0.43032128081028
Sanumá	0.411901081916538	0.47581315019619
Sanumá	0.431111111111111	0.397993465697522
Sanumá	0.483378256963163	0.447377671177506
Sanumá	0.431111111111111	0.471794641119052
Sanumá	0.469255663430421	0.424241615031602
Sanumá	0.485446009389671	0.470646526225069
Sanumá	0.447115384615385	0.430608561018525
Sanumá	0.483378256963163	0.446941804862098
Sanumá	0.417798913043478	0.360803040192006
Sanumá	0.475171886936593	0.356521316050006
Sanumá	0.483378256963163	0.483245546704748
Sanumá	0.488215488215488	0.427041351764822
Sanumá	0.470903522205207	0.504465886368397
Sanumá	0.444633730834753	0.406219392248171
Sanumá	0.482274741506647	0.405257367624567
Spanish	1.07172131147541	1.38644558532718
Spanish	1.10097087378641	1.24778843640155
Spanish	1.08351177730193	1.16463972849764
Spanish	1.0352733686067	1.10495613136892
Spanish	1.10535714285714	0.809837735168521
Spanish	1.02980132450331	0.9534451734618
Spanish	1.10535714285714	0.748998809135009
Spanish	1.0760667903525	0.929662815765231
Spanish	1.10097087378641	1.14317517171278
Spanish	1.14093959731544	1.18883903572621
Spanish	1.0054844606947	1.00016086929937
Spanish	1.02980132450331	0.892967819517553
Spanish	1.10412926391382	0.98052940993451
Spanish	1.0760667903525	1.00419722440125
Spanish	1.07628865979381	0.953663829177081
Spanish	1.05054151624549	1.04861683951964
Spanish	1.0760667903525	0.970079798893591
Spanish	1.10097087378641	1.16330844883643
Spanish	1.07172131147541	1.11033607970277
Spanish	1.12908777969019	0.894193644119078
Swahili	1.66440677966102	2.16904034366717
Swahili	1.46242774566474	1.94474052869737
Swahili	1.46778042959427	1.22609196290496
Swahili	1.5358024691358	1.4873686557994
Swahili	1.58358662613982	1.7169762593874
Swahili	1.51428571428571	1.62603818715288
Swahili	1.58227848101266	1.52749146950315
Swahili	1.50387596899225	1.3897032441047
Swahili	1.54572271386431	1.79897215933493
Swahili	1.4366576819407	1.42605941831066
Swahili	1.46242774566474	1.62552092000229
Swahili	1.51515151515152	1.59094269018956
Swahili	1.61111111111111	1.34920687269094
Swahili	1.58181818181818	1.53407814511794
Swahili	1.43041237113402	1.28784771359065
Swahili	1.50512820512821	1.3621952466945
Swahili	1.53658536585366	1.51353388299202
Swahili	1.46321525885559	1.38782528800633
Swahili	1.46242774566474	1.53087819948334
Swahili	1.5358024691358	1.26829199846437
Tagalog	1	1.0558831347388
Tagalog	0.978131212723658	1.38240288879049
Tagalog	1.1	0.980235015334752
Tagalog	1.1	1.19507529688342
Tagalog	1.00195694716243	1.0371954827403
Tagalog	1.12908777969019	1.00251289165549
Tagalog	1.05147058823529	0.849052654748992
Tagalog	0.951377633711507	0.797122829476378
Tagalog	1.06054279749478	1.16819918357237
Tagalog	1.04663212435233	0.899362705400204
Tagalog	0.99054820415879	1.05178637247184
Tagalog	1.1283185840708	1.28141975434507
Tagalog	1.00195694716243	0.95927634349002
Tagalog	1.05075187969925	0.957692998235489
Tagalog	1.10474308300395	0.960450846693767
Tagalog	1.06054279749478	1.06550800942552
Tagalog	1.07129798903108	0.927590848836978
Tagalog	0.970017636684303	1.07621032456146
Tagalog	1.04013377926421	0.80466602186415
Tagalog	1.03898635477583	1.07052044106721
Thai	0.835843373493976	1.01643950669849
Thai	0.82306477093207	1.06793502652917
Thai	0.843558282208589	0.811426914890682
Thai	0.856049004594181	0.920129364574983
Thai	0.842465753424658	0.727537089263881
Thai	0.789389067524116	0.985976809505748
Thai	0.89207650273224	0.689440616978987
Thai	0.858044164037855	0.794357656252217
Thai	0.82306477093207	0.978400481776627
Thai	0.856049004594181	0.755872803549441
Thai	0.857632933104631	0.895433739345086
Thai	0.8096	0.949932222970082
Thai	0.843558282208589	0.775842304470338
Thai	0.863328822733424	0.732069161994989
Thai	0.854166666666667	0.799610726826596
Thai	0.824074074074074	0.890143053860928
Thai	0.820678513731826	0.796507789292236
Thai	0.873198847262248	0.864116483757635
Thai	0.867981790591806	0.713891675201687
Thai	0.822222222222222	0.893986266764632
Turkish	1.42513368983957	1.6242730190453
Turkish	1.61417322834646	1.85479569285336
Turkish	1.55820895522388	1.46175869554487
Turkish	1.35828877005348	1.65345462494457
Turkish	1.44067796610169	1.54954203341407
Turkish	1.57232704402516	1.85028565005597
Turkish	1.42513368983957	1.27710452870351
Turkish	1.41573033707865	1.33639238806775
Turkish	1.54790419161677	1.64489782920536
Turkish	1.70879120879121	1.35947771691815
Turkish	1.56779661016949	1.62124967356632
Turkish	1.58378378378378	1.49891442640622
Turkish	1.4490861618799	1.32070236060582
Turkish	1.4490861618799	1.42797905083444
Turkish	1.6280487804878	1.60670666817657
Turkish	1.40540540540541	1.29473257909118
Turkish	1.48787878787879	1.65779063978834
Turkish	1.57464788732394	1.67172162041635
Turkish	1.57464788732394	1.4115264057111
Turkish	1.48787878787879	1.72570276092314
Vietnamese	1.00952380952381	1.13102457776145
Vietnamese	1.11969111969112	1.21326737812545
Vietnamese	1.04983922829582	0.848581411388315
Vietnamese	0.97808764940239	1.27789259327917
Vietnamese	1.03094777562863	1.05632371841608
Vietnamese	0.98635477582846	1.23570609386376
Vietnamese	0.98635477582846	1.01371334529823
Vietnamese	1.00161812297735	0.679366308231754
Vietnamese	1.03094777562863	1.15812973203939
Vietnamese	0.934713375796178	0.819536461222692
Vietnamese	1.05273069679849	1.00201624746091
Vietnamese	1.06502636203866	0.997471375082147
Vietnamese	0.988888888888889	0.987925444836769
Vietnamese	1.09677419354839	1.17965135447007
Vietnamese	1.02144249512671	0.99065451313883
Vietnamese	1.13103448275862	0.890748218622002
Vietnamese	1.00952380952381	0.928848284724463
Vietnamese	1.00952380952381	1.07275023334686
Vietnamese	0.988888888888889	1.00625576022675
Vietnamese	1.00186219739292	1.00719484450706
Wichí	1.08979591836735	1.38469599571635
Wichí	0.97212543554007	1.06108574364969
Wichí	1.13777777777778	1.13927370364433
Wichí	1.05030181086519	1.2012382747145
Wichí	1.00779727095517	0.976804944782855
Wichí	0.996434937611408	1.02390160958603
Wichí	1.09247311827957	1.0429654477525
Wichí	0.984	1.07584747418848
Wichí	0.985790408525755	1.06505588155393
Wichí	1.13921113689095	1.27292221262366
Wichí	0.989795918367347	0.988253855029174
Wichí	1.09363957597173	0.846043768628002
Wichí	0.984	1.07479930905927
Wichí	1.08609271523179	0.855354249670134
Wichí	0.954545454545455	0.889240535450137
Wichí	1.03815580286169	0.867509387507369
Wichí	1.14171656686627	1.01607368482426
Wichí	1.00779727095517	1.08980834189791
Wichí	1.13777777777778	1.10952305050529
Wichí	1.09363957597173	0.805738953279629
Yagua	1.30603448275862	1.36265904860796
Yagua	1.38396624472574	1.30434646984333
Yagua	1.21757322175732	1.17559509682598
Yagua	1.12226277372263	1.14293509228206
Yagua	1.21531100478469	1.25447922693654
Yagua	1.29210526315789	1.68017579802582
Yagua	1.11751662971175	1.05386291797115
Yagua	1.34190231362468	1.20480917288801
Yagua	1.12226277372263	1.06257016993253
Yagua	1.36430317848411	1.20552068745452
Yagua	1.21882352941176	1.31818681265345
Yagua	1.11751662971175	1.20316234491628
Yagua	1.25925925925926	1.25266435123256
Yagua	1.34375	1.27866478071669
Yagua	0.994402985074627	0.88028999575126
Yagua	0.994402985074627	0.963496495890624
Yagua	1.22769953051643	1.30432492373517
Yagua	1.244	1.13978200216757
Yagua	1.26004728132388	1.21622670011769
Yagua	1.25925925925926	1.36199764078484
Yaqui	0.753956834532374	0.94144479664616
Yaqui	0.758522727272727	0.98050656692496
Yaqui	0.785046728971963	0.774286325764832
Yaqui	0.904306220095694	1.00998847845003
Yaqui	0.821018062397373	0.856969697672145
Yaqui	0.825503355704698	1.09913527896484
Yaqui	0.904306220095694	0.792091604159891
Yaqui	0.840909090909091	0.804815665609492
Yaqui	0.852430555555556	1.07793574883068
Yaqui	0.880121396054628	0.772034075499143
Yaqui	0.831550802139037	0.683073085801257
Yaqui	0.720779220779221	0.749985921412204
Yaqui	0.826984126984127	0.82928298862449
Yaqui	0.839313572542902	0.839083141158167
Yaqui	0.914821124361158	0.710552395499638
Yaqui	0.825503355704698	0.974917812246166
Yaqui	0.825503355704698	0.941795149658419
Yaqui	0.79080118694362	0.854864556367801
Yaqui	0.770956316410862	0.606888271279007
Yaqui	0.79080118694362	0.770512675569222
Yoruba	0.931596091205212	1.00953601640974
Yoruba	0.998201438848921	1.17715640854982
Yoruba	0.946166394779772	0.828698443902379
Yoruba	0.904923599320883	1.03400767398881
Yoruba	0.88663282571912	0.941188213574391
Yoruba	0.904411764705882	0.880546363845524
Yoruba	0.887438825448613	0.820770130330943
Yoruba	0.958801498127341	0.91885440922037
Yoruba	0.943786982248521	0.877425061912819
Yoruba	0.889789303079417	0.943486108163244
Yoruba	0.946166394779772	0.856952408843644
Yoruba	0.951526032315978	0.956937719544792
Yoruba	0.88663282571912	0.870481604555548
Yoruba	0.931596091205212	0.858234787768907
Yoruba	0.961254612546125	0.952218310399109
Yoruba	0.951013513513513	0.853663746181818
Yoruba	0.912639405204461	0.976742558472322
Yoruba	0.953900709219858	1.06396220127349
Yoruba	1.00768049155146	0.747600001687949
Yoruba	0.902309058614565	0.911608974780015
