Language	WID_PP	WID_NP
Mixtec (Chalcatongo)	1.02325581395349	0.996737680502011
Mixtec (Chalcatongo)	0.972277227722772	1.01472857569874
Mixtec (Chalcatongo)	0.992565055762082	1.07814529592059
Oromo (Harar)	1.12775330396476	1.37322394347124
Oromo (Harar)	1.23300970873786	1.52310867841354
Oromo (Harar)	1.13755458515284	1.19303663639182
Oromo (Harar)	1.10810810810811	1.33895698640284
Oromo (Harar)	1.29262086513995	1.298672611997
Oromo (Harar)	1.15767634854772	1.1904471602593
Oromo (Harar)	1.15767634854772	0.976585111313917
Oromo (Harar)	1.29262086513995	1.20228139242886
Oromo (Harar)	1.18250950570342	1.06469191557941
Oromo (Harar)	1.1359649122807	1.18988709803355
Oromo (Harar)	1.21493212669683	1.03313140626842
Oromo (Harar)	1.21493212669683	1.09058504783065
Oromo (Harar)	1.17920353982301	1.05671923392724
Oromo (Harar)	1.29262086513995	1.298672611997
Oromo (Harar)	1.23166023166023	0.954206604540389
Oromo (Harar)	1.23300970873786	1.27274834189192
Oromo (Harar)	1.12896405919662	1.17804564077576
Oromo (Harar)	1.13103448275862	1.49027798689053
Oromo (Harar)	1.17724288840263	1.10870026412816
Oromo (Harar)	1.16738197424893	1.17391793544696
Persian	1.10683760683761	1.4077206844424
