Language	NbS	WID	MeanWID	SdWID	TTR	MeanTTR	SdTTR	MTLD	MeanMTLD	SdMTLD	H	MeanH	SdH
Apurinã	5	1.26942455582074	1.28889802123007	0.108049315972166	0.327299829642249	0.336426764510678	0.0188572383046572	84.0427043649063	86.1913254501634	8.48334502494795	9.11036479949273	8.9998049426396	0.157727263895159
Apurinã	5	1.35291126366641	1.28889802123007	0.108049315972166	0.330993823694554	0.336426764510678	0.0188572383046572	91.9453838625489	86.1913254501634	8.48334502494795	8.79835402355627	8.9998049426396	0.157727263895159
Apurinã	5	1.18845826235094	1.28889802123007	0.108049315972166	0.364098652428172	0.336426764510678	0.0188572383046572	96.3898014189228	86.1913254501634	8.48334502494795	9.12119018857662	8.9998049426396	0.157727263895159
Apurinã	5	1.44048287478944	1.28889802123007	0.108049315972166	0.31474019088017	0.336426764510678	0.0188572383046572	74.2465577189782	86.1913254501634	8.48334502494795	9.11006936182272	8.9998049426396	0.157727263895159
Apurinã	5	1.1932131495228	1.28889802123007	0.108049315972166	0.345001325908247	0.336426764510678	0.0188572383046572	84.332179885461	86.1913254501634	8.48334502494795	8.85904633974966	8.9998049426396	0.157727263895159
Arabic (Egyptian)	5	1.7167025530606	1.75280440998767	0.0306029746701003	0.534536403235843	0.532154159308456	0.01028957086831	477.567919939584	450.603711844969	47.1918576734157	9.95669375739164	9.86603911479793	0.0878096482499967
Arabic (Egyptian)	5	1.74688115561392	1.75280440998767	0.0306029746701003	0.516502808988764	0.532154159308456	0.01028957086831	466.545487726982	450.603711844969	47.1918576734157	9.74787822654038	9.86603911479793	0.0878096482499967
Arabic (Egyptian)	5	1.74835646457268	1.75280440998767	0.0306029746701003	0.530203545633618	0.532154159308456	0.01028957086831	419.550276955146	450.603711844969	47.1918576734157	9.89596575336492	9.86603911479793	0.0878096482499967
Arabic (Egyptian)	5	1.75046670815184	1.75280440998767	0.0306029746701003	0.534604737003999	0.532154159308456	0.01028957086831	385.972583550596	450.603711844969	47.1918576734157	9.92713198696549	9.86603911479793	0.0878096482499967
Arabic (Egyptian)	5	1.80161516853933	1.75280440998767	0.0306029746701003	0.544923301680058	0.532154159308456	0.01028957086831	503.382291052537	450.603711844969	47.1918576734157	9.8025258497272	9.86603911479793	0.0878096482499967
Arapesh (Mountain)	5	0.728947769148774	0.72612119283167	0.0219549814069914	0.208975962206475	0.216103532267593	0.0104127352380873	64.7589982453754	63.9038884420417	2.52184801803343	8.43156549130462	8.50896880334398	0.0670419368015997
Arapesh (Mountain)	5	0.698202335651489	0.72612119283167	0.0219549814069914	0.213882692560031	0.216103532267593	0.0104127352380873	67.0552018429657	63.9038884420417	2.52184801803343	8.60667389266673	8.50896880334398	0.0670419368015997
Arapesh (Mountain)	5	0.756081171885499	0.72612119283167	0.0219549814069914	0.21002763521516	0.216103532267593	0.0104127352380873	60.7759383765748	63.9038884420417	2.52184801803343	8.4630137710939	8.50896880334398	0.0670419368015997
Arapesh (Mountain)	5	0.712935945532861	0.72612119283167	0.0219549814069914	0.23435358611238	0.216103532267593	0.0104127352380873	64.9823724723932	63.9038884420417	2.52184801803343	8.5218909083391	8.50896880334398	0.0670419368015997
Arapesh (Mountain)	5	0.734438741939729	0.72612119283167	0.0219549814069914	0.213277785243919	0.216103532267593	0.0104127352380873	61.9469312728991	63.9038884420417	2.52184801803343	8.52169995331555	8.50896880334398	0.0670419368015997
Barasano	5	0.804173813607776	0.812334318782443	0.0274751975416125	0.24648275862069	0.250315945297293	0.00457403842672266	61.045132022844	58.9122248629056	3.96641785169712	8.52000960718368	8.45057458658679	0.1081887777813
Barasano	5	0.769793103448276	0.812334318782443	0.0274751975416125	0.249549106410887	0.250315945297293	0.00457403842672266	62.9542608701506	58.9122248629056	3.96641785169712	8.368072568343	8.45057458658679	0.1081887777813
Barasano	5	0.841285456632235	0.812334318782443	0.0274751975416125	0.246697388632872	0.250315945297293	0.00457403842672266	60.0389995946018	58.9122248629056	3.96641785169712	8.45972656731307	8.45057458658679	0.1081887777813
Barasano	5	0.817357910906298	0.812334318782443	0.0274751975416125	0.251143510577473	0.250315945297293	0.00457403842672266	57.9179963758061	58.9122248629056	3.96641785169712	8.58500854393841	8.45057458658679	0.1081887777813
Barasano	5	0.829061309317631	0.812334318782443	0.0274751975416125	0.257706962244545	0.250315945297293	0.00457403842672266	52.6047354511257	58.9122248629056	3.96641785169712	8.32005564615581	8.45057458658679	0.1081887777813
Basque	5	1.47294800738981	1.48912053999624	0.0195702811143762	0.38728323699422	0.409612702184783	0.0207218470830947	194.194804418513	225.42556271352	21.1816659923551	9.36471927194203	9.37444840668539	0.0989246656355832
Basque	5	1.51009463722397	1.48912053999624	0.0195702811143762	0.419107944048562	0.409612702184783	0.0207218470830947	238.570866827747	225.42556271352	21.1816659923551	9.50666116530179	9.37444840668539	0.0989246656355832
Basque	5	1.47357840321654	1.48912053999624	0.0195702811143762	0.436277602523659	0.409612702184783	0.0207218470830947	250.304806120704	225.42556271352	21.1816659923551	9.35716063125332	9.37444840668539	0.0989246656355832
Basque	5	1.51078932424759	1.48912053999624	0.0195702811143762	0.390005743825388	0.409612702184783	0.0207218470830947	223.518311408262	225.42556271352	21.1816659923551	9.23314440083394	9.37444840668539	0.0989246656355832
Basque	5	1.47819232790331	1.48912053999624	0.0195702811143762	0.415388983532084	0.409612702184783	0.0207218470830947	220.539024792375	225.42556271352	21.1816659923551	9.41055656409585	9.37444840668539	0.0989246656355832
Burmese	5	0.720342552295381	0.717503787975384	0.0120479545161336	0.146835443037975	0.144096888613705	0.00585734294345663	66.4376477614213	65.2371669638206	1.69392157831089	8.02537584815887	8.09434124778178	0.112191033294629
Burmese	5	0.712881608339538	0.717503787975384	0.0120479545161336	0.145902290480604	0.144096888613705	0.00585734294345663	67.0768850462646	65.2371669638206	1.69392157831089	8.15896567873259	8.09434124778178	0.112191033294629
Burmese	5	0.704488282801536	0.717503787975384	0.0120479545161336	0.140593306288032	0.144096888613705	0.00585734294345663	62.7251961278684	65.2371669638206	1.69392157831089	8.13124767901986	8.09434124778178	0.112191033294629
Burmese	5	0.713235294117647	0.717503787975384	0.0120479545161336	0.136038186157518	0.144096888613705	0.00585734294345663	64.6550477754389	65.2371669638206	1.69392157831089	7.9374839294583	8.09434124778178	0.112191033294629
Burmese	5	0.736571202322819	0.717503787975384	0.0120479545161336	0.151115217104395	0.144096888613705	0.00585734294345663	65.2910581081097	65.2371669638206	1.69392157831089	8.21863310353926	8.09434124778178	0.112191033294629
Chamorro	5	1.08296438883542	1.05512757708778	0.0174322920812068	0.220946915351506	0.234203183162644	0.00979239048587739	55.7048013332375	57.5046053682317	3.2611621493784	7.97628554966706	8.07420252477309	0.0791730577291274
Chamorro	5	1.0466991747937	1.05512757708778	0.0174322920812068	0.242890533696922	0.234203183162644	0.00979239048587739	59.5495071868092	57.5046053682317	3.2611621493784	8.15822476230081	8.07420252477309	0.0791730577291274
Chamorro	5	1.05790055248619	1.05512757708778	0.0174322920812068	0.226756496631376	0.234203183162644	0.00979239048587739	53.5880404294419	57.5046053682317	3.2611621493784	8.03403148590013	8.07420252477309	0.0791730577291274
Chamorro	5	1.0364238410596	1.05512757708778	0.0174322920812068	0.238674033149171	0.234203183162644	0.00979239048587739	61.8938149874802	57.5046053682317	3.2611621493784	8.0495113595426	8.07420252477309	0.0791730577291274
Chamorro	5	1.05164992826399	1.05512757708778	0.0174322920812068	0.241747936984246	0.234203183162644	0.00979239048587739	56.7868629041898	57.5046053682317	3.2611621493784	8.15295946645487	8.07420252477309	0.0791730577291274
Daga	5	0.914648024711429	0.901585798068292	0.0462614075400199	0.201034850098919	0.206861659451927	0.00372880281474129	82.6259137219255	91.4586430634093	7.55644720911458	8.67494073451791	8.65998899927419	0.0678591159152306
Daga	5	0.961581709145427	0.901585798068292	0.0462614075400199	0.209707646176912	0.206861659451927	0.00372880281474129	103.053847416314	91.4586430634093	7.55644720911458	8.61656981149637	8.65998899927419	0.0678591159152306
Daga	5	0.86081639992807	0.901585798068292	0.0462614075400199	0.210426047800485	0.206861659451927	0.00372880281474129	91.8610629321701	91.4586430634093	7.55644720911458	8.71205236865902	8.65998899927419	0.0678591159152306
Daga	5	0.921544856252165	0.901585798068292	0.0462614075400199	0.20715698615357	0.206861659451927	0.00372880281474129	92.1960538667181	91.4586430634093	7.55644720911458	8.56657707109061	8.65998899927419	0.0678591159152306
Daga	5	0.849338000304368	0.901585798068292	0.0462614075400199	0.205982767029751	0.206861659451927	0.00372880281474129	87.5563373799187	91.4586430634093	7.55644720911458	8.72980501060703	8.65998899927419	0.0678591159152306
English	5	1	1	0	0.169392108069677	0.177477056325541	0.0104604442210765	51.6044390127612	51.4125042927673	2.82643392753776	7.86910058941491	7.85555994446923	0.109470351828287
English	5	1	1	0	0.190646837484322	0.177477056325541	0.0104604442210765	54.8190082246579	51.4125042927673	2.82643392753776	8.01963248881069	7.85555994446923	0.109470351828287
English	5	1	1	0	0.179665476414208	0.177477056325541	0.0104604442210765	49.8740257909228	51.4125042927673	2.82643392753776	7.86414648491458	7.85555994446923	0.109470351828287
English	5	1	1	0	0.164685246540635	0.177477056325541	0.0104604442210765	47.5695922063305	51.4125042927673	2.82643392753776	7.72108989412863	7.85555994446923	0.109470351828287
English	5	1	1	0	0.182995613118864	0.177477056325541	0.0104604442210765	53.1954562291641	51.4125042927673	2.82643392753776	7.80383026507734	7.85555994446923	0.109470351828287
Fijian	5	0.815350389321468	0.807180162090398	0.00978235569966828	0.117305458768873	0.11389835752294	0.00329816283774813	32.184138019101	31.8240513408374	0.836069609537945	6.92444848111162	6.96132752184551	0.0735534269076307
Fijian	5	0.79990980156344	0.807180162090398	0.00978235569966828	0.113199037883343	0.11389835752294	0.00329816283774813	31.3753631742706	31.8240513408374	0.836069609537945	6.99971098316674	6.96132752184551	0.0735534269076307
Fijian	5	0.809729418537709	0.807180162090398	0.00978235569966828	0.109804544732242	0.11389835752294	0.00329816283774813	31.8213706183105	31.8240513408374	0.836069609537945	6.86934517702533	6.96132752184551	0.0735534269076307
Fijian	5	0.794259167081467	0.807180162090398	0.00978235569966828	0.117208077260755	0.11389835752294	0.00329816283774813	32.9789473029042	31.8240513408374	0.836069609537945	7.06248246354565	6.96132752184551	0.0735534269076307
Fijian	5	0.816652033947908	0.807180162090398	0.00978235569966828	0.111974668969488	0.11389835752294	0.00329816283774813	30.7604375896005	31.8240513408374	0.836069609537945	6.9506505043782	6.96132752184551	0.0735534269076307
Finnish	5	1.43624362436244	1.44585092476381	0.0254498623327559	0.412457912457912	0.438832948504544	0.0156850914901972	215.336324638406	229.673561039665	11.8531182373245	9.30448762196912	9.47519468103102	0.109483597811219
Finnish	5	1.41255378385219	1.44585092476381	0.0254498623327559	0.453945394539454	0.438832948504544	0.0156850914901972	233.621685479458	229.673561039665	11.8531182373245	9.43767054728735	9.47519468103102	0.109483597811219
Finnish	5	1.46181318681319	1.44585092476381	0.0254498623327559	0.445054945054945	0.438832948504544	0.0156850914901972	245.882523915459	229.673561039665	11.8531182373245	9.52145046793422	9.47519468103102	0.109483597811219
Finnish	5	1.43967452300786	1.44585092476381	0.0254498623327559	0.443432042520881	0.438832948504544	0.0156850914901972	232.294268626418	229.673561039665	11.8531182373245	9.58889368364551	9.47519468103102	0.109483597811219
Finnish	5	1.47896950578339	1.44585092476381	0.0254498623327559	0.439274447949527	0.438832948504544	0.0156850914901972	221.233002538584	229.673561039665	11.8531182373245	9.52347108431891	9.47519468103102	0.109483597811219
French	5	1.03946083219379	1.0305318334568	0.00792747065311019	0.26059777300254	0.255496939101172	0.0105887688175237	75.6184238863141	78.0333205515647	8.51867876261397	8.48201330257362	8.470935360652	0.121438572501774
French	5	1.01936073059361	1.0305318334568	0.00792747065311019	0.268067767531632	0.255496939101172	0.0105887688175237	90.100607708837	78.0333205515647	8.51867876261397	8.52026354304698	8.470935360652	0.121438572501774
French	5	1.03609576427256	1.0305318334568	0.00792747065311019	0.241760450160772	0.255496939101172	0.0105887688175237	66.477810276816	78.0333205515647	8.51867876261397	8.26297489385031	8.470935360652	0.121438572501774
French	5	1.03114951768489	1.0305318334568	0.00792747065311019	0.259360730593607	0.255496939101172	0.0105887688175237	77.6658550377504	78.0333205515647	8.51867876261397	8.57862137619794	8.470935360652	0.121438572501774
French	5	1.02659232253914	1.0305318334568	0.00792747065311019	0.247697974217311	0.255496939101172	0.0105887688175237	80.303905848106	78.0333205515647	8.51867876261397	8.51080368759113	8.470935360652	0.121438572501774
Georgian	5	1.43423180592992	1.43499741447922	0.002542097162024	0.346864501679731	0.383475277389915	0.0227201078833959	79.4349301733849	100.719015595831	17.0025938073468	8.43343550643714	8.74748627955639	0.231320584917472
Georgian	5	1.43777153079479	1.43499741447922	0.002542097162024	0.405349794238683	0.383475277389915	0.0227201078833959	125.270544846926	100.719015595831	17.0025938073468	9.06901091275804	8.74748627955639	0.231320584917472
Georgian	5	1.43544238683128	1.43499741447922	0.002542097162024	0.399103139013453	0.383475277389915	0.0227201078833959	105.262195806509	100.719015595831	17.0025938073468	8.67106157549173	8.74748627955639	0.231320584917472
Georgian	5	1.43645016797312	1.43499741447922	0.002542097162024	0.382210242587601	0.383475277389915	0.0227201078833959	91.8428136405225	100.719015595831	17.0025938073468	8.73829804767104	8.74748627955639	0.231320584917472
Georgian	5	1.43109118086697	1.43499741447922	0.002542097162024	0.383848709430105	0.383475277389915	0.0227201078833959	101.784593511812	100.719015595831	17.0025938073468	8.82562535542399	8.74748627955639	0.231320584917472
German	5	1.06038262255879	1.06150421847327	0.019227752651045	0.252435408725116	0.263327561170589	0.00750876279756219	116.399674829966	116.15582563458	3.21952882272502	8.62724221571524	8.75768175563481	0.0893227198155277
German	5	1.08661584074545	1.06150421847327	0.019227752651045	0.266839378238342	0.263327561170589	0.00750876279756219	114.074948286052	116.15582563458	3.21952882272502	8.78572462464309	8.75768175563481	0.0893227198155277
German	5	1.05070237050044	1.06150421847327	0.019227752651045	0.261250953470633	0.263327561170589	0.00750876279756219	118.500471514252	116.15582563458	3.21952882272502	8.84259258086019	8.75768175563481	0.0893227198155277
German	5	1.07284515636918	1.06150421847327	0.019227752651045	0.263285024154589	0.263327561170589	0.00750876279756219	111.936808818853	116.15582563458	3.21952882272502	8.82452197352752	8.75768175563481	0.0893227198155277
German	5	1.03697510219249	1.06150421847327	0.019227752651045	0.272827041264267	0.263327561170589	0.00750876279756219	119.867224723774	116.15582563458	3.21952882272502	8.708327383428	8.75768175563481	0.0893227198155277
Greek (Modern)	5	1.16489250678355	1.18186636213933	0.0174608361199569	0.29084129573526	0.306195408968217	0.0115267200454708	81.5596238546484	85.0258489732196	9.55028694169786	8.38966867143022	8.58516583048402	0.132723660272159
Greek (Modern)	5	1.19575856443719	1.18186636213933	0.0174608361199569	0.321087065928535	0.306195408968217	0.0115267200454708	99.4303871050166	85.0258489732196	9.55028694169786	8.58777158006377	8.58516583048402	0.132723660272159
Greek (Modern)	5	1.16818936877076	1.18186636213933	0.0174608361199569	0.300110497237569	0.306195408968217	0.0115267200454708	73.7803541921115	85.0258489732196	9.55028694169786	8.55523194139809	8.58516583048402	0.132723660272159
Greek (Modern)	5	1.17591160220994	1.18186636213933	0.0174608361199569	0.306686046511628	0.306195408968217	0.0115267200454708	82.1120179656643	85.0258489732196	9.55028694169786	8.63950503453681	8.58516583048402	0.132723660272159
Greek (Modern)	5	1.20457976849522	1.18186636213933	0.0174608361199569	0.312252139428094	0.306195408968217	0.0115267200454708	88.246861748657	85.0258489732196	9.55028694169786	8.75365192499119	8.58516583048402	0.132723660272159
Greenlandic (West)	5	2.43924825174825	2.43689106219788	0.0349193256722221	0.725558965366068	0.712862252611576	0.0189786408239131	2327.20300319489	1793.27972786622	526.279470834944	10.3074216344925	10.179841580898	0.136438314718268
Greenlandic (West)	5	2.40769230769231	2.43689106219788	0.0349193256722221	0.728583916083916	0.712862252611576	0.0189786408239131	2360.36122383253	1793.27972786622	526.279470834944	10.3061153783487	10.179841580898	0.136438314718268
Greenlandic (West)	5	2.46646207803595	2.43689106219788	0.0349193256722221	0.717717717717718	0.712862252611576	0.0189786408239131	1598.77244284588	1793.27972786622	526.279470834944	10.0736522947624	10.179841580898	0.136438314718268
Greenlandic (West)	5	2.47515677761698	2.43689106219788	0.0349193256722221	0.68113844669561	0.712862252611576	0.0189786408239131	1177.97712262274	1793.27972786622	526.279470834944	10.0058560744814	10.179841580898	0.136438314718268
Greenlandic (West)	5	2.3958958958959	2.43689106219788	0.0349193256722221	0.71131221719457	0.712862252611576	0.0189786408239131	1502.08484683504	1793.27972786622	526.279470834944	10.2061625224051	10.179841580898	0.136438314718268
Guaraní	5	1.29869777536625	1.33248503678221	0.0256090648212993	0.311655827913957	0.311026170233177	0.0151349463771852	94.9626133314032	98.1974343874618	8.3261270079005	8.75228369342069	8.69960194539721	0.164532552510227
Guaraní	5	1.33091545772886	1.33248503678221	0.0256090648212993	0.310042633822833	0.311026170233177	0.0151349463771852	97.8242691421993	98.1974343874618	8.3261270079005	8.78036061524428	8.69960194539721	0.164532552510227
Guaraní	5	1.37082554100989	1.33248503678221	0.0256090648212993	0.335159599809433	0.311026170233177	0.0151349463771852	111.72468892191	98.1974343874618	8.3261270079005	8.90126936152084	8.69960194539721	0.164532552510227
Guaraní	5	1.32944259171034	1.33248503678221	0.0256090648212993	0.304123711340206	0.311026170233177	0.0151349463771852	97.3918156693802	98.1974343874618	8.3261270079005	8.56497322455547	8.69960194539721	0.164532552510227
